Year,Value
2010,29.7
2011,32.1
2012,34.7
2013,37.4
2014,67
2015,69
2016,71
2017,71.8
2018,72.5
2019,73.3
2020,74.1
2021,74.9
2022,74.9
2023,76.5
2024,77.4
