Year,Value
2010,
2011,
2012,
2013,
2014,89.1
2015,91.4
2016,89.1
2017,96.7
2018,97.4
2019,97.8
2020,76.3
2021,99.3
2022,92
2023,81.8
2024,84.6
2025,93.3
