Year,Value
2010,2.0
2011,2.0
2012,2.0
2013,2.0
2014,4.0
2015,4.0
2016,4.0
2017,5.0
2018,
2019,
2020,
2021,
2022,5.0
2023,7.0
2024,9.0
2025,0.0
