Year,Value
2010,41.4
2011,44.6
2012,44.8
2013,45.2
2014,59.6
2015,36.4
2016,36.2
2017,36.4
2018,37.2
2019,34.0
2020,31.9
2021,30.9
2022,28.8
2023,28.4
2024,27.8
2025,25.3
