Year,Value
2010,
2011,
2012,4.9
2013,4.7
2014,4.3
2015,4.0
2016,3.7
2017,3.5
2018,3.4
2019,3.3
2020,3.3
2021,3.3
2022,3.5
2023,3.7
2024,4.1
