Year,Value
2010,1.4
2011,5.2
2012,3.8
2013,2.0
2014,5.4
2015,1.8
2016,5.8
2017,18.1
2018,5.3
2019,22.9
2020,14.5
2021,4.3
2022,6.7
2023,7.4
2024,0.6
2025,0.9
