Year,Value
2010,
2011,
2012,
2013,
2014,2437.5
2015,2465.8
2016,2511.1
2017,2576.3
2018,2660.6
2019,2694.4
2020,2952.7
2021,3054.5
2022,2991.1
2023,3016.6
2024,3367.2
