Year,Value
2010,0.028
2011,0.084
2012,0.534
2013,0.337
2014,1.603
2015,0.843
2016,0.425
2017,0.108
2018,0.44
2019,0.596
2020,1.513
2021,0.495
2022,0.67
2023,0.74
2024,0.5
2025,8.749
