Year,Value
2010,
2011,
2012,
2013,
2014,2253.8
2015,2331.6
2016,2511.1
2017,2599.3
2018,2660.6
2019,2697.2
2020,2952.7
2021,3054.5
2022,3015.7
2023,3101.5
2024,3426.6
